,Restaurant#,Restaurant Name,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,price
1328,RESTPUNE1329,KC's Food Logic," Wanowrie, Pune",3.9,117,4.0,213,550
1329,RESTPUNE1330,Red Curry," Dange Chowk, Pune",3.6,117,3.6,902,650
1330,RESTPUNE1331,Platinum King Chinese Restaurant," Sinhgad Road, Pune",3.8,116,3.8,540,300
1331,RESTPUNE1332,Cafe Chokolade," Baner, Pune",3.6,116,4.1,1368,500
1332,RESTPUNE1333,Fresh Press Cafe," Akurdi, Pune",4.0,115,0.0,0,250
1333,RESTPUNE1334,Killa Hotel," Wagholi, Pune",3.9,115,3.6,309,600
1334,RESTPUNE1335,Shri Swami Samartha Pure Veg," Kothrud, Pune",3.8,115,3.7,10400,800
1335,RESTPUNE1336,Cake Lounge," Wanowrie, Pune",3.8,115,4.0,176,350
1336,RESTPUNE1337,Shree Ganesh Pure Veg," Pimpri, Pune",3.7,115,4.1,337,600
1337,RESTPUNE1338,Naivedyam," Akurdi, Pune",3.7,115,3.9,51,400
1338,RESTPUNE1339,Hotel Shipra Restaurant & Bar," Chinchwad, Pune",3.6,115,4.2,95,1000
1339,RESTPUNE1340,Siddharth Pav Bhaji," Camp Area, Pune",3.6,115,3.8,126,200
1340,RESTPUNE1341,Hotel Vedant Pure Veg," Katraj, Pune",3.5,115,3.9,8073,700
1341,RESTPUNE1342,King Punjab," Hadapsar, Pune",3.4,115,3.4,2684,500
1342,RESTPUNE1343,World Of Cheese Pizza," Dange Chowk, Pune",3.8,114,3.7,952,400
1343,RESTPUNE1344,Kaware Cold Drinks," Budhwar Peth, Pune",3.8,114,0.0,7,300
1344,RESTPUNE1345,A1 Chinese," Kothrud, Pune",3.7,114,3.9,5218,450
1345,RESTPUNE1346,Asia Seven," Phoenix Market City, Viman Nagar, Pune",3.6,114,4.0,112,1000
1346,RESTPUNE1347,Cafe 7," Kondhwa, Pune",4.0,113,3.9,59,700
1347,RESTPUNE1348,Cafe Rolls Inn," Koregaon Park, Pune",3.9,113,4.0,913,400
1348,RESTPUNE1349,Kolhapuri Fried Chicken," Viman Nagar, Pune",4.1,112,3.2,253,200
1349,RESTPUNE1350,Spatzle Bistro," Viman Nagar, Pune",4.0,112,3.7,611,700
1350,RESTPUNE1351,Zero Gravity Bar N Kitchen," Pimple Saudagar, Pune",3.8,112,0.0,0,1800
1351,RESTPUNE1352,Thomson Restaurant," Pimple Gurav, Pune",3.7,112,4.0,3711,800
1352,RESTPUNE1353,Munchies n More," Salunkhe Vihar Road, Pune",3.7,112,3.9,2412,500
1353,RESTPUNE1354,Jai Maharashtra Wadyawarla Jevan," Undri, Pune",3.7,112,3.8,2013,550
1354,RESTPUNE1355,Burger Mines," Kothrud, Pune",3.5,112,3.9,4597,400
1355,RESTPUNE1356,Wilderness," Khadki, Pune",4.0,111,0.0,0,700
1356,RESTPUNE1357,84 East Family Restaurant & Bar," Bhosari, Pune",3.9,111,4.0,462,1200
1357,RESTPUNE1358,Santushti," Lonavala, Pune",3.9,111,0.0,0,750
1358,RESTPUNE1359,Khandesh Junction," Sadashiv Peth, Pune",3.8,111,3.9,2776,250
1359,RESTPUNE1360,Biryani House," Kharadi, Pune",3.7,111,4.0,2524,300
1360,RESTPUNE1361,Shawarma Junction," Kharadi, Pune",3.7,111,4.2,1829,250
1361,RESTPUNE1362,The Rollin' Dough," Salunkhe Vihar Road, Pune",3.6,111,3.9,305,300
1362,RESTPUNE1363,Oh So Stoned," Pimple Saudagar, Pune",3.6,111,3.8,242,500
1363,RESTPUNE1364,The Sea Secret," R Deccan Mall, JM Road, Pune",4.0,110,3.9,112,1400
1364,RESTPUNE1365,Engineer's Hotel," Hinjawadi, Pune",3.9,110,0.0,0,300
1365,RESTPUNE1366,Smriti's Hinglish Cafe," FC Road, Pune",3.9,110,4.0,251,400
1366,RESTPUNE1367,JW Marriott Food Truck," JW Marriott Pune, Senapati Bapat Road, Pune",3.8,110,0.0,0,400
1367,RESTPUNE1368,BottomsUp Resto," Wakad, Pune",3.7,110,3.8,116,1200
1368,RESTPUNE1369,Feast Cafe And Lounge - Spree Hotel," Pimpri, Pune",3.1,110,3.5,48,1200
1369,RESTPUNE1370,K," Aundh, Pune",4.1,109,4.3,142,1200
1370,RESTPUNE1371,Half 'N' Half Pizza," Viman Nagar, Pune",4.0,109,3.9,135,600
1371,RESTPUNE1372,The Seafood Factory," Wakad, Pune",3.9,109,3.6,89,300
1372,RESTPUNE1373,Naadbramha DO. SA .ID .LI," Katraj, Pune",3.8,109,4.0,1653,200
1373,RESTPUNE1374,Camios!," Baner, Pune",3.8,109,3.6,281,350
1374,RESTPUNE1375,Nawabi Kebabs & More," Karve Nagar, Pune",3.8,109,3.5,154,650
1375,RESTPUNE1376,Shokeen Roll's," Hadapsar, Pune",3.8,109,4.2,4320,450
1376,RESTPUNE1377,Aditya Pure Veg," Bavdhan, Pune",3.7,109,0.0,2,500
1377,RESTPUNE1378,Dalchini Veg & Non Veg," Hadapsar, Pune",3.7,109,3.9,2003,600
1378,RESTPUNE1379,Flavours Street," Bibvewadi, Pune",3.7,109,4.1,2963,350
1379,RESTPUNE1380,3D Burger," Dhanori, Pune",3.7,109,4.2,5793,400
1380,RESTPUNE1381,Churro Mania," Salunkhe Vihar Road, Pune",4.0,108,4.3,921,350
1381,RESTPUNE1382,Cafe Uniq Aroma," Nigdi, Pune",3.8,108,4.1,1003,350
1382,RESTPUNE1383,Chai Tapri," FC Road, Pune",3.5,108,0.0,14,200
1383,RESTPUNE1384,Punjabi Shack," Kothrud, Pune",3.5,108,3.7,4942,400
1384,RESTPUNE1385,Char Bar," Wakad, Pune",3.8,107,3.8,10,1400
1385,RESTPUNE1386,AK Biryani House," Sinhgad Road, Pune",3.8,107,3.2,368,450
1386,RESTPUNE1387,Pathik Biryani House," Pimpri, Pune",3.7,107,4.2,880,500
1387,RESTPUNE1388,16•18•20 The Pizzeria," Pashan, Pune",3.7,107,3.7,462,700
1388,RESTPUNE1389,Janhvis," Pashan, Pune",3.7,107,3.7,207,350
1389,RESTPUNE1390,The Melting Pot," Pune University, Pune",3.4,107,3.6,350,500
1390,RESTPUNE1391,The Chicken Company," Kharadi, Pune",3.9,106,3.8,1583,400
1391,RESTPUNE1392,Sudama Bar & Restaurant," Shivaji Nagar, Pune",3.9,106,0.0,0,800
1392,RESTPUNE1393,Khandeshi Katta," Akurdi, Pune",3.6,106,3.9,3272,200
1393,RESTPUNE1394,The Theka," Kalyani Nagar, Pune",3.5,106,0.0,0,1150
1394,RESTPUNE1395,Khana Khazana," Pimple Saudagar, Pune",3.5,106,3.9,5285,700
1395,RESTPUNE1396,The Fish Thali," Shivaji Nagar, Pune",4.1,105,4.0,94,800
1396,RESTPUNE1397,Fish N Rolls," Khadki, Pune",4.0,105,4.3,1301,500
1397,RESTPUNE1398,Dajincha Dhaba," Nigdi, Pune",4.0,105,0.0,0,500
1398,RESTPUNE1399,Roll House Point," Pimpri, Pune",3.8,105,4.2,140,200
1399,RESTPUNE1400,Fine Bakers," Nigdi, Pune",3.7,105,4.1,2979,200
1400,RESTPUNE1401,The Mandarin Cafe," Phoenix Market City, Viman Nagar, Pune",3.6,105,3.9,51,1600
1401,RESTPUNE1402,Maharaja wada," Karve Nagar, Pune",3.6,105,4.2,4238,100
1402,RESTPUNE1403,Diamond Bar & Restro," Lonavala, Pune",3.5,105,0.0,0,850
1403,RESTPUNE1404,Khalsa Veg," Baner, Pune",3.4,105,3.9,356,300
1404,RESTPUNE1405,Bangalore Iyangar's Bakery," Viman Nagar, Pune",4.0,104,4.4,3131,400
1405,RESTPUNE1406,Shahi Dawat," Camp Area, Pune",3.9,104,4.1,334,500
1406,RESTPUNE1407,Mike N Yankees," Model Colony, Pune",3.8,104,3.9,233,400
1407,RESTPUNE1408,Hotel Sahil," Camp Area, Pune",3.6,104,3.9,71,400
1408,RESTPUNE1409,Kapila Kathi Kebab," Viman Nagar, Pune",3.6,104,4.1,972,400
1409,RESTPUNE1410,Cafe Momos," Katraj, Pune",3.2,104,4.2,2565,350
1410,RESTPUNE1411,Girija Veg," Lohegaon, Pune",3.1,104,3.8,1019,600
1411,RESTPUNE1412,Hotel Shreepad," Mulshi Road, Pune",4.0,103,0.0,0,500
1412,RESTPUNE1413,Singh Saab Da Dhaba," Pashan, Pune",3.9,103,3.5,59,1000
1413,RESTPUNE1414,Spice N Ice," Bavdhan, Pune",3.9,103,4.2,1625,700
1414,RESTPUNE1415,Hotel Shivam Pure Veg," Dhankawadi, Pune",3.5,103,3.9,539,600
1415,RESTPUNE1416,Sai Restaurant," Pimpri, Pune",3.5,103,3.6,7691,500
1416,RESTPUNE1417,The Chilika Restaurant," Kalyani Nagar, Pune",3.3,103,3.9,552,550
1417,RESTPUNE1418,Le Pizza King," Wadgaon Sheri, Pune",4.0,102,4.1,2156,300
1418,RESTPUNE1419,Chai Tapri," Baner, Pune",3.9,102,0.0,0,400
1419,RESTPUNE1420,Shree Sai Pure Veg," Ravet, Pune",3.9,102,3.5,634,300
1420,RESTPUNE1421,Khandesh Express," Karve Nagar, Pune",3.8,102,4.0,1851,500
1421,RESTPUNE1422,Shruti Restaurant & Bar," Akurdi, Pune",3.8,102,4.2,186,1000
1422,RESTPUNE1423,Sagar," Camp Area, Pune",3.8,102,4.1,142,550
1423,RESTPUNE1424,Shree Upahar Gruha," Sadashiv Peth, Pune",3.8,102,3.9,31,150
1424,RESTPUNE1425,Ranwara Family Restaurant," Wagholi, Pune",3.5,102,3.9,3024,500
1425,RESTPUNE1426,Jalebi Junction," Viman Nagar, Pune",3.3,102,3.5,1879,200
1426,RESTPUNE1427,Rasoi," Viman Nagar, Pune",3.3,102,3.9,18,250
1427,RESTPUNE1428,Kabana - Conrad Pune," Conrad Pune, Bund Garden Road, Pune",4.1,101,0.0,0,3000
1428,RESTPUNE1429,Donut Magic," Salunkhe Vihar Road, Pune",3.9,101,4.2,793,150
1429,RESTPUNE1430,The Single Malt And Co. - Hyatt Regency Pune," The Hyatt Regency, Nagar Road, Pune",3.9,101,0.0,0,1950
1430,RESTPUNE1431,Green Court Resto N Bar," Fatima Nagar, Pune",3.8,101,4.2,267,900
1431,RESTPUNE1432,Malashree Pure Veg," Pimple Saudagar, Pune",3.8,101,3.9,2119,600
1432,RESTPUNE1433,Great Poona Cold Drink House," Camp Area, Pune",3.8,101,4.3,1171,200
1433,RESTPUNE1434,Garden Gate Restaurant," Hadapsar, Pune",3.7,101,3.8,45,800
1434,RESTPUNE1435,Arabian Grills," Katraj, Pune",3.7,101,4.1,1420,450
1435,RESTPUNE1436,Panchamrut Pure Veg," Hadapsar, Pune",3.6,101,3.9,1180,400
1436,RESTPUNE1437,The New Maharaja Executive," Pimple Gurav, Pune",3.5,101,0.0,0,800
1437,RESTPUNE1438,Jovos 2.0," NIBM Road, Pune",3.5,101,0.0,0,1400
1438,RESTPUNE1439,Tandoor Factory," Seasons Mall, Magarpatta , Pune",3.4,101,3.4,245,500
1439,RESTPUNE1440,Satej Snacks," Baner, Pune",3.3,101,3.9,900,400
1440,RESTPUNE1441,Her Highness," Yerawada, Pune",4.0,100,4.2,1136,1300
1441,RESTPUNE1442,L'dorado Cafe," Aundh, Pune",4.0,100,4.1,350,500
1442,RESTPUNE1443,Skewers Kebab Café," Hinjawadi, Pune",3.9,100,0.0,4,800
1443,RESTPUNE1444,Morya Misal," Chandan Nagar, Pune",3.9,100,4.0,1054,150
1444,RESTPUNE1445,Madras Coffee House," Dhole Patil Road, Pune",3.9,100,4.1,432,350
1445,RESTPUNE1446,Ya Habibi Fatayer," NIBM Road, Pune",3.9,100,4.2,231,400
1446,RESTPUNE1447,Akshay Pure Veg Family Restaurant," Baner, Pune",3.8,100,3.7,1999,450
1447,RESTPUNE1448,Harajuku - The O Hotel," The O Hotel, Koregaon Park, Pune",3.6,100,3.9,65,3500
1448,RESTPUNE1449,P Town Bar," Balewadi, Pune",3.5,100,0.0,0,1200
1449,RESTPUNE1450,Hotel Surabhi," JM Road, Pune",3.1,100,0.0,8,400
1450,RESTPUNE1451,Meridian Ice Cream," Camp Area, Pune",4.1,99,0.0,0,200
1451,RESTPUNE1452,Sa Cremee," Erandwane, Pune",4.1,99,3.9,98,400
1452,RESTPUNE1453,Qabila," Shivaji Nagar, Pune",4.0,99,0.0,3,600
1453,RESTPUNE1454,Pune Baking Company," The Pavillion, Senapati Bapat Road, Pune",3.9,99,0.0,0,750
1454,RESTPUNE1455,VS Pooriwala," Baner, Pune",3.9,99,4.0,1153,300
1455,RESTPUNE1456,Balaji Bhel," Pimple Saudagar, Pune",3.8,99,3.7,3074,250
1456,RESTPUNE1457,Sangeeta Restaurant & Bar," Akurdi, Pune",3.7,99,4.1,594,500
1457,RESTPUNE1458,Vaibhav Restaurant," Pune University, Pune",3.7,99,3.5,3882,600
1458,RESTPUNE1459,Pizzerio," Kharadi, Pune",3.4,99,3.4,409,500
1459,RESTPUNE1460,Yollops," Kothrud, Pune",4.1,98,4.2,139,200
1460,RESTPUNE1461,Paper Lantern," Aundh, Pune",4.0,98,4.0,515,750
1461,RESTPUNE1462,Hotel Royal Indians," Rajiv Gandhi IT Park, Hinjewadi, Pune",4.0,98,0.0,3,400
1462,RESTPUNE1463,PN Paratha Hub," Hinjawadi, Pune",4.0,98,4.1,52,500
1463,RESTPUNE1464,Maahi Dhaba," Hinjawadi, Pune",3.9,98,3.9,33,300
1464,RESTPUNE1465,Cafe Farmaish," NIBM Road, Pune",3.9,98,0.0,6,350
1465,RESTPUNE1466,The Secret Garden," Mundhwa, Pune",3.8,98,0.0,0,1400
1466,RESTPUNE1467,The Hungry Hobo Cafe," Aundh, Pune",3.8,98,3.4,136,550
1467,RESTPUNE1468,A1 Chinese Good Food Restaurant," Bibvewadi, Pune",3.8,98,4.1,386,500
1468,RESTPUNE1469,Cinnamon Restaurant," Shantai Hotel, Rasta Peth, Pune",3.8,98,3.9,89,1000
1469,RESTPUNE1470,Saathee - Kitchen & Bar," Khadki, Pune",3.7,98,4.0,324,1000
1470,RESTPUNE1471,Hotel Gayatri," Aundh, Pune",3.7,98,3.9,671,650
1471,RESTPUNE1472,Nirvana Lounge Bar - The Grand Tamanna Hotel," Hinjawadi, Pune",3.6,98,0.0,0,1700
1472,RESTPUNE1473,Food N Snax," Baner, Pune",3.4,98,4.1,524,500
1473,RESTPUNE1474,Hotel Kolhapuri," Hadapsar, Pune",3.3,98,3.9,5244,500
1474,RESTPUNE1475,Punjabi Rasoi," Pimpri, Pune",3.2,98,3.3,1132,350
1475,RESTPUNE1476,Dairy Don," Erandwane, Pune",4.0,97,4.3,136,300
1476,RESTPUNE1477,Vaishnavi Litti Bhandar," Viman Nagar, Pune",4.0,97,4.3,1092,250
1477,RESTPUNE1478,Madéline," Shivaji Nagar, Pune",3.9,97,3.9,31,600
1478,RESTPUNE1479,Cafe India," Kondhwa, Pune",3.9,97,4.2,4392,250
1479,RESTPUNE1480,New Apurwai Non Veg," Sadashiv Peth, Pune",3.9,97,3.9,85,400
1480,RESTPUNE1481,Taibah Restaurant," Lohegaon, Pune",3.6,97,3.2,513,450
1481,RESTPUNE1482,Radha Krushna," Sinhgad Road, Pune",3.5,97,3.7,2528,600
1482,RESTPUNE1483,Sher Da Punjab," Hadapsar, Pune",3.5,97,3.7,3321,600
1483,RESTPUNE1484,Shivam Veg & Non Veg," Kothrud, Pune",3.5,97,3.6,3421,650
1484,RESTPUNE1485,Jayshree Pure Veg," Bibvewadi, Pune",3.1,97,0.0,0,500
1485,RESTPUNE1486,Cafe Royal Tea," Mundhwa, Pune",4.0,96,0.0,0,400
1486,RESTPUNE1487,Singh Saab," Kothrud, Pune",3.9,96,3.8,497,200
1487,RESTPUNE1488,Kavi - The Hangout Bar," Erandwane, Pune",3.9,96,4.2,137,1200
1488,RESTPUNE1489,Kraks N Bruns," Dhankawadi, Pune",3.9,96,4.0,439,300
1489,RESTPUNE1490,Slay City," Viman Nagar, Pune",3.8,96,0.0,0,700
1490,RESTPUNE1491,Laxmi Narayan," Kothrud, Pune",3.8,96,4.4,1076,550
1491,RESTPUNE1492,Eatmode," JM Road, Pune",3.8,96,3.8,1479,300
1492,RESTPUNE1493,Karachi Sweet Mart," Kalyani Nagar, Pune",3.7,96,4.3,634,350
1493,RESTPUNE1494,Seven27," Ravet, Pune",3.7,96,3.7,3981,200
1494,RESTPUNE1495,Hotel Swaraj Solapur Special," Shukrawar Peth, Pune",3.6,96,3.9,63,600
1495,RESTPUNE1496,Pita & Pizza," Amanora Town Centre, Hadapsar, Pune",3.4,96,3.8,108,500
1496,RESTPUNE1497,Pizzaronee," Kondhwa, Pune",3.9,95,3.8,229,500
1497,RESTPUNE1498,Hotel Malhar," Pimple Saudagar, Pune",3.9,95,4.0,4538,150
1498,RESTPUNE1499,Garva Biryani," Kothrud, Pune",3.8,95,4.2,787,300
1499,RESTPUNE1500,K 9 The Schezwan Restaurant," Viman Nagar, Pune",3.8,95,3.6,2169,300
1500,RESTPUNE1501,Maha Khavaiyye," Wakad, Pune",3.6,95,3.8,3023,400
1501,RESTPUNE1502,Vrudheshwar Pure Veg," Shivaji Nagar, Pune",3.4,95,4.0,6599,600
1502,RESTPUNE1503,Sainath Khanaval," Sadashiv Peth, Pune",4.0,94,4.4,188,300
1503,RESTPUNE1504,Prabha Vishranti Gruh," Shaniwar Peth, Pune",4.0,94,3.9,58,200
1504,RESTPUNE1505,Eatino," Baner, Pune",4.0,94,3.9,1179,400
1505,RESTPUNE1506,Noodle Canteen," Aundh, Pune",3.9,94,4.2,511,700
1506,RESTPUNE1507,Chops n Hops," Viman Nagar, Pune",3.9,94,0.0,2,1200
1507,RESTPUNE1508,Balaji Bhel & Snacks," Baner, Pune",3.8,94,4.1,2586,200
1508,RESTPUNE1509,Simply Delicious," Senapati Bapat Road, Pune",3.8,94,0.0,22,350
1509,RESTPUNE1510,Royal Pizza & Diet Foods," Wakad, Pune",3.7,94,4.1,2510,400
1510,RESTPUNE1511,Hotel Bhola," Chinchwad, Pune",3.6,94,0.0,6,500
1511,RESTPUNE1512,Suryama - Hotel Raviraj," Deccan Gymkhana, Pune",3.5,94,4.1,272,1300
1512,RESTPUNE1513,Khandeshi Darbar," Pimple Gurav, Pune",3.3,94,3.7,2462,500
1513,RESTPUNE1514,Shiv Sagar Pure Veg," Bhosari, Pune",3.3,94,3.7,5143,600
1514,RESTPUNE1515,Namrata's Kitchen," Sinhgad Road, Pune",3.1,94,3.5,3162,400
1515,RESTPUNE1516,Fry Pan," Dhanori, Pune",3.9,93,3.9,34,400
1516,RESTPUNE1517,Something Fishy," Wadgaon Sheri, Pune",3.9,93,3.5,228,350
1517,RESTPUNE1518,Central Cafe - Shawarma and Burgers," Hinjawadi, Pune",3.7,93,3.6,417,300
1518,RESTPUNE1519,Cafe Table Talk," Shivaji Nagar, Pune",3.5,93,0.0,0,500
1519,RESTPUNE1520,A Piece Of Cake," Wanowrie, Pune",3.4,93,4.2,2775,350
1520,RESTPUNE1521,Oceanus - The Corinthians," The Corinthians, Kondhawa, Pune",3.1,93,0.0,0,1800
1521,RESTPUNE1522,Chai Coffee Charcha," Old Mumbai-Pune Highway, Pune",3.9,92,3.9,325,300
1522,RESTPUNE1523,DELIGO," Kalyani Nagar, Pune",3.9,92,3.8,173,700
1523,RESTPUNE1524,Foodibaba Chinese," Karve Nagar, Pune",3.9,92,0.0,7,200
1524,RESTPUNE1525,Qwik O'Byts," Baner, Pune",3.8,92,3.8,318,300
1525,RESTPUNE1526,Hotel Shilpa Gavran," Pimpri, Pune",3.8,92,0.0,0,700
1526,RESTPUNE1527,AK Restaurant," Camp Area, Pune",3.8,92,3.4,336,450
1527,RESTPUNE1528,The Pasta Bistro," Balewadi, Pune",3.7,92,3.7,364,350
1528,RESTPUNE1529,Hotel Jai Bhawani," Katraj, Pune",3.7,92,4.0,4176,500
1529,RESTPUNE1530,The Late Night Biryani," Baner, Pune",3.5,92,3.7,1746,600
1530,RESTPUNE1531,Payatha - Ethnic Foothill Restaurant," Fort Jadhavgadh, Hadapsar, Pune",3.4,92,0.0,0,2400
1531,RESTPUNE1532,Moreshwar Foodee Corner," Sadashiv Peth, Pune",3.9,91,4.2,700,300
1532,RESTPUNE1533,Cric Cafe," Narhe, Pune",3.9,91,4.0,81,500
1533,RESTPUNE1534,Cafe Sai Pure Veg," Yerawada, Pune",3.9,91,3.8,1063,300
1534,RESTPUNE1535,Samarth Pav Bhaji Juice Centre," Karve Nagar, Pune",3.8,91,4.5,170,300
1535,RESTPUNE1536,Hotel Panhalgad," Chinchwad, Pune",3.8,91,3.9,17,500
1536,RESTPUNE1537,Poona Burger Project," Katraj, Pune",3.8,91,3.9,141,450
1537,RESTPUNE1538,Siddhivinayak Dining Hall," Sadashiv Peth, Pune",3.6,91,0.0,0,500
1538,RESTPUNE1539,Tangerine," Hotel Sagar Plaza, Camp Area, Pune, Pune",3.5,91,0.0,0,1000
1539,RESTPUNE1540,Shri Sai Lunch Home," Sadashiv Peth, Pune",3.5,91,3.7,5292,250
1540,RESTPUNE1541,Hotel Radha Krishna World Of Veg," Chinchwad, Pune",3.4,91,3.9,2181,800
1541,RESTPUNE1542,Pizza House," Pimple Saudagar, Pune",3.3,91,3.9,2832,400
1542,RESTPUNE1543,New Tandoor Point," Senapati Bapat Road, Pune",3.2,91,4.0,1160,700
1543,RESTPUNE1544,Natraj Bhel," Wadgaon Sheri, Pune",3.1,91,4.0,1917,150
1544,RESTPUNE1545,Benelli Caffe," Baner, Pune",3.9,90,3.7,76,500
1545,RESTPUNE1546,Hooked," Pimple Saudagar, Pune",3.9,90,3.9,41,1200
1546,RESTPUNE1547,Siddy's Corner," Satara Road, Pune",3.9,90,3.9,22,150
1547,RESTPUNE1548,Sri Krishna Aanand Bhavan," Kothrud, Pune",3.8,90,4.2,2612,400
1548,RESTPUNE1549,Parvez Kebabs," Koregaon Park, Pune",3.8,90,3.6,956,500
1549,RESTPUNE1550,Maratha Kolhapur Darbar," Sadashiv Peth, Pune",3.8,90,3.7,112,500
1550,RESTPUNE1551,Chhajja - The Coffee Shop," Fort Jadhavgadh, Hadapsar, Pune",3.5,90,0.0,0,800
1551,RESTPUNE1552,South & More," Model Colony, Pune",3.3,90,3.6,507,350
1552,RESTPUNE1553,Paul's," Kondhwa, Pune",3.9,89,3.8,518,500
1553,RESTPUNE1554,Vishal Chocolate Toast & Sandwich," Bibvewadi, Pune",3.8,89,3.9,6401,300
1554,RESTPUNE1555,The Granny's Cafe," Kothrud, Pune",3.8,89,0.0,18,400
1555,RESTPUNE1556,The London Shakes and Cafe," Wanowrie, Pune",3.8,89,3.6,115,400
1556,RESTPUNE1557,Gayatri Restaurant," Ravet, Pune",3.6,89,3.5,2037,300
1557,RESTPUNE1558,Octant Pizza," R Deccan Mall, JM Road, Pune",3.5,89,0.0,0,600
1558,RESTPUNE1559,Navmi Pure Veg," Chinchwad, Pune",3.4,89,4.0,1074,600
1559,RESTPUNE1560,AL SABA MAC MINO WAY," Kondhwa, Pune",3.3,89,3.6,354,700
1560,RESTPUNE1561,Le Flamington," Wanowrie, Pune",4.1,88,0.0,20,600
1561,RESTPUNE1562,Mazdana Restaurant & Bar," Camp Area, Pune",3.9,88,0.0,5,1100
1562,RESTPUNE1563,Roll Point," Dhankawadi, Pune",3.8,88,3.9,6391,300
1563,RESTPUNE1564,Gatha Pure Veg Family Restaurant," Hadapsar, Pune",3.7,88,4.0,427,500
1564,RESTPUNE1565,Fly Curry," Pimple Saudagar, Pune",3.7,88,3.6,1305,650
1565,RESTPUNE1566,Jai Bhavani," Dhankawadi, Pune",3.6,88,3.6,984,1000
1566,RESTPUNE1567,Muktai Coffee Shop," Kothrud, Pune",3.5,88,0.0,0,150
1567,RESTPUNE1568,Sunshine Family Restaurant," Vishrantwadi, Pune",3.5,88,4.1,306,500
1568,RESTPUNE1569,Darshini," Aundh, Pune",3.4,88,3.9,412,300
1569,RESTPUNE1570,Ashapuri Dining Hall," Pimple Nilakh, Pune",3.4,88,3.6,4268,300
1570,RESTPUNE1571,Amantran," Pimple Gurav, Pune",3.1,88,4.0,2612,700
1571,RESTPUNE1572,Manisha Bhel Panipuri Snacks Centre," Karve Nagar, Pune",3.9,87,4.1,534,150
1572,RESTPUNE1573,Reddy's Restaurant," Balewadi, Pune",3.9,87,3.9,986,400
1573,RESTPUNE1574,Fantasy Juice Bar & Snacks," Connaught Place, Bund Garden Road, Pune",3.9,87,3.8,67,250
1574,RESTPUNE1575,The Cake Art," Baner, Pune",3.8,87,4.3,738,450
1575,RESTPUNE1576,Varsha Bhel," Wanowrie, Pune",3.7,87,3.9,556,200
1576,RESTPUNE1577,Spice Garden Family Resto & Bar," Bibvewadi, Pune",3.7,87,3.9,740,1200
1577,RESTPUNE1578,Tiranga Residency," Budhwar Peth, Pune",3.7,87,3.8,14,1000
1578,RESTPUNE1579,Barista," Spot 18 Mall, Pimple Saudagar, Pune",3.7,87,3.8,4,700
1579,RESTPUNE1580,Kalyan Bhel - Katraj," Katraj, Pune",3.6,87,4.0,3707,200
1580,RESTPUNE1581,The Bridge - Tarawade Clarks Inn," JM Road, Pune",3.4,87,0.0,1,1200
1581,RESTPUNE1582,Vaishali," Hadapsar, Pune",3.1,87,3.5,389,650
1582,RESTPUNE1583,Happy Sandwich," Lavasa, Pune",4.0,86,0.0,0,500
1583,RESTPUNE1584,Tanu's Kitchen," Warje, Pune",3.9,86,3.9,885,700
1584,RESTPUNE1585,Lesarah," Wadgaon Sheri, Pune",3.8,86,3.9,542,500
1585,RESTPUNE1586,Rupesh Misal," Dehu Road, Pune",3.8,86,0.0,0,100
1586,RESTPUNE1587,Grill Zone," Lonavala, Pune",3.7,86,3.5,711,500
1587,RESTPUNE1588,Indori Sarafa," Hinjawadi, Pune",3.7,86,3.9,7661,100
1588,RESTPUNE1589,Kesariyo - Thal," Nigdi, Pune",3.7,86,0.0,13,600
1589,RESTPUNE1590,Chizzlers - Sizzlers & Chinese," Viman Nagar, Pune",4.0,85,3.1,80,950
1590,RESTPUNE1591,Pintu Saoji," Baner, Pune",3.9,85,3.4,335,500
1591,RESTPUNE1592,Baker's Wave," Ravet, Pune",3.9,85,4.1,95,300
1592,RESTPUNE1593,Lean Stories," Erandwane, Pune",3.8,85,3.7,59,600
1593,RESTPUNE1594,Healthycious," Sus, Pune",3.8,85,3.4,2020,300
1594,RESTPUNE1595,Sudama Bhel," Vishrantwadi, Pune",3.7,85,3.9,112,200
1595,RESTPUNE1596,Sampan Food House," MG Road, Pune",3.6,85,0.0,0,500
1596,RESTPUNE1597,Le Roll King," Pashan, Pune",3.6,85,3.7,1229,300
1597,RESTPUNE1598,Burger Forever," Pimpri, Pune",3.6,85,3.3,997,200
1598,RESTPUNE1599,Hotel Lucky Point," Akurdi, Pune",3.5,85,3.7,3219,300
1599,RESTPUNE1600,Ground Up," Viman Nagar, Pune",4.1,84,0.0,0,2000
1600,RESTPUNE1601,The Lobby @ Sheraton Cafe," Sheraton Grand, Bund Garden Road, Pune",4.0,84,0.0,0,800
1601,RESTPUNE1602,Sardarji Food," Kharadi, Pune",3.9,84,3.8,1693,500
1602,RESTPUNE1603,Sadguru Amruttuly," Kothrud, Pune",3.8,84,3.5,719,200
1603,RESTPUNE1604,Baithak Dhaba," Lonavala, Pune",3.7,84,0.0,0,1000
1604,RESTPUNE1605,Spice Mantra," Bavdhan, Pune",3.6,84,3.6,896,600
1605,RESTPUNE1606,Liyo China," B.T. Kawade Road, Pune",3.6,84,3.5,370,500
1606,RESTPUNE1607,Shabari Bar & Restaurant," Kothrud, Pune",3.2,84,0.0,14,1000
