,Restaurant#,Restaurant Name,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,price
0,RESTPUNE0001,AB's - Absolute Barbecues," White Square, Hinjawadi, Pune",4.7,8152,3.5,304,1200
1,RESTPUNE0002,Cafe Goodluck," Deccan Gymkhana, Pune",4.4,6261,4.1,33300,800
2,RESTPUNE0003,Darshan," Baner, Pune",4.6,6218,3.9,3332,800
3,RESTPUNE0004,Vaishali," FC Road, Pune",4.5,5720,4.3,2200,500
4,RESTPUNE0005,Flechazo," Wakad, Pune",4.5,5184,0.0,0,1400
5,RESTPUNE0006,Malaka Spice," Koregaon Park, Pune",4.7,4830,4.2,5950,1500
6,RESTPUNE0007,Le Plaisir," Deccan Gymkhana, Pune",4.9,4808,4.3,4959,1000
7,RESTPUNE0008,German Bakery," Koregaon Park, Pune",4.2,4762,3.9,1475,1100
8,RESTPUNE0009,Agent Jack's," Amanora Town Centre, Hadapsar, Pune",4.4,4398,0.0,0,1500
9,RESTPUNE0010,Barbeque Nation," R Deccan Mall, JM Road, Pune",4.5,4313,3.7,1194,1700
10,RESTPUNE0011,Autobahn - The Smart Restaurant," Phoenix Market City, Viman Nagar, Pune",4.7,4012,3.9,38,1300
11,RESTPUNE0012,The Urban Foundry," Balewadi High Street, Baner, Pune",4.6,3950,4.2,642,2200
12,RESTPUNE0013,Tales & Spirits," Senapati Bapat Road, Pune",4.4,3916,4.4,584,1500
13,RESTPUNE0014,11 East Street Cafe," East Street, Pune",4.2,3887,3.8,1291,1600
14,RESTPUNE0015,Mezza 9," Hinjawadi, Pune",4.1,3867,3.8,4932,1700
15,RESTPUNE0016,The Ruby Hilltop - Sunny's World," Sus, Pune",4.4,3860,0.0,0,1300
16,RESTPUNE0017,Exotica," Panchshil Tech Park, Yerawada, Pune",4.4,3859,4.1,79,1400
17,RESTPUNE0018,FML - Food Music Love," Kalyani Nagar, Pune",4.4,3812,3.9,39,1600
18,RESTPUNE0019,Onesta," Mariplex Mall, Kalyani Nagar, Pune",4.6,3795,3.4,3549,700
19,RESTPUNE0020,Effingut," Koregaon Park, Pune",4.7,3790,3.9,785,2000
20,RESTPUNE0021,Barbeque Ville," Wakad, Pune",4.4,3761,0.0,0,1000
21,RESTPUNE0022,Copa Cabana," Pimple Nilakh, Pune",4.3,3689,3.9,3675,1600
22,RESTPUNE0023,Apache High Street," Balewadi High Street, Baner, Pune",4.3,3663,0.0,0,1100
23,RESTPUNE0024,Marz-O-Rin," MG Road, Pune",4.3,3593,4.3,6219,300
24,RESTPUNE0025,Culture - पुणे," Shivaji Nagar, Pune",4.2,3569,4.3,217,1450
25,RESTPUNE0026,Vohuman Cafe," Dhole Patil Road, Pune",4.8,3526,4.5,2075,200
26,RESTPUNE0027,Paasha - JW Marriott Pune," JW Marriott Pune, Senapati Bapat Road, Pune",4.8,3480,4.0,69,2500
27,RESTPUNE0028,Blue Water," Ravet, Pune",4.5,3406,4.2,2264,1800
28,RESTPUNE0029,Sukanta," Deccan Gymkhana, Pune",4.4,3308,4.1,1480,700
29,RESTPUNE0030,Chulbul Dhaba," Kharadi, Pune",4.1,3297,3.8,13900,800
30,RESTPUNE0031,Mughal Mahal," Hinjawadi, Pune",4.6,3270,4.2,3181,1500
31,RESTPUNE0032,Viman Nagar Social," Phoenix Market City, Viman Nagar, Pune",4.5,3106,3.8,576,1500
32,RESTPUNE0033,Tatva The Vegetarian Kitchen," Wakad, Pune",4.4,3106,3.9,13600,800
33,RESTPUNE0034,Atmosphere 6," Viman Nagar, Pune",4.1,3094,3.2,190,1700
34,RESTPUNE0035,Upsouth," Phoenix Market City, Viman Nagar, Pune",4.3,3021,3.9,508,300
35,RESTPUNE0036,The Deccan Bid Capital," Shivaji Nagar, Pune",4.4,3010,3.9,45,1200
36,RESTPUNE0037,BarBerry," Kothrud, Pune",4.4,2862,0.0,3,1200
37,RESTPUNE0038,Shisha Jazz Cafe," ABC Farms,Mundhwa, Pune",4.4,2858,3.1,80,2000
38,RESTPUNE0039,Kargo," Koregaon Park, Pune",4.5,2851,4.1,605,1200
39,RESTPUNE0040,Blue Nile," Camp Area, Pune",4.0,2849,4.1,7457,800
40,RESTPUNE0041,Cafe Co2 Resto Lounge," Bhugaon, Pune",4.3,2848,0.0,0,2700
41,RESTPUNE0042,Eternia Rooftop," Senapati Bapat Road, Pune",4.3,2820,0.0,0,1800
42,RESTPUNE0043,Burger," East Street, Pune",4.4,2775,0.0,0,250
43,RESTPUNE0044,George Restaurant," Camp Area, Pune",4.1,2764,4.1,3002,800
44,RESTPUNE0045,Little Italy," Shivaji Nagar, Pune",4.5,2719,4.2,1604,1500
45,RESTPUNE0046,Arthur's Theme," Koregaon Park, Pune",4.6,2706,4.2,1242,1500
46,RESTPUNE0047,18 Degrees Resto Lounge," Spot 18 Mall, Pimple Saudagar, Pune",4.0,2650,3.3,127,2100
47,RESTPUNE0048,Prem's," Koregaon Park, Pune",4.3,2639,4.1,5668,1300
48,RESTPUNE0049,BMG - Unplugged," Amanora Town Centre, Hadapsar, Pune",4.4,2580,0.0,3,1500
49,RESTPUNE0050,Yana Sizzlers & Wok," FC Road, Pune",4.4,2533,4.0,101,1500
50,RESTPUNE0051,Independence Brewing Company," Mundhwa, Pune",4.6,2519,0.0,1,2200
51,RESTPUNE0052,Local Gastro Bar," Mundhwa, Pune",4.0,2460,0.0,0,2000
52,RESTPUNE0053,Anna Idli," Baner, Pune",4.5,2458,4.1,22700,350
53,RESTPUNE0054,Qabil-E-Tareef," Pimple Saudagar, Pune",4.3,2453,3.8,3654,1200
54,RESTPUNE0055,High Spirits," Mundhwa, Pune",4.4,2446,0.0,14,1800
55,RESTPUNE0056,Kimchi," Kharadi, Pune",4.4,2413,4.0,12900,600
56,RESTPUNE0057,The Burger Barn Cafe," Koregaon Park, Pune",4.0,2362,3.7,2995,500
57,RESTPUNE0058,Hakuna Matata," Shivaji Nagar, Pune",4.2,2357,3.3,190,1600
58,RESTPUNE0059,Uncle's Chinese," Koregaon Park, Pune",4.3,2318,4.1,13800,600
59,RESTPUNE0060,Chaitanya Paranthas," FC Road, Pune",4.2,2287,4.0,21700,400
60,RESTPUNE0061,Polka Dots," Westend Mall, Aundh, Pune",4.4,2283,4.2,2289,1400
61,RESTPUNE0062,The 1st Brewhouse - The Corinthians," The Corinthians, Kondhawa, Pune",4.4,2244,0.0,0,2000
62,RESTPUNE0063,SP's Biryani House," Sadashiv Peth, Pune",4.2,2244,4.2,5590,800
63,RESTPUNE0064,NH 37 Dhaba," Pune University, Pune",4.2,2212,4.0,3185,1200
64,RESTPUNE0065,Baba Ramdev Dhaba," Nigdi, Pune",4.4,2177,4.1,4527,500
65,RESTPUNE0066,Aaoji Khhaoji," Khadki, Pune",4.6,2154,3.9,4014,800
66,RESTPUNE0067,Fly High," City Hub @ WTC, Kharadi, Pune",4.2,2151,3.6,278,1800
67,RESTPUNE0068,Thikana," White Square, Hinjawadi, Pune",4.2,2140,0.0,10,1500
68,RESTPUNE0069,Mocha," Koregaon Park, Pune",4.4,2123,4.1,408,1000
69,RESTPUNE0070,Largo Pizzeria," Viman Nagar, Pune",4.4,2056,4.1,716,600
70,RESTPUNE0071,The Sassy Spoon," Koregaon Park, Pune",4.6,2054,4.2,556,1600
71,RESTPUNE0072,Mineority By Saby," Kalyani Nagar, Pune",4.4,2038,3.6,873,2000
72,RESTPUNE0073,Chang's," Viman Nagar, Pune",4.2,2038,3.9,20800,1000
73,RESTPUNE0074,FC Grill House," FC Road, Pune",4.2,2035,3.4,38,1200
74,RESTPUNE0075,Wadeshwar," FC Road, Pune",4.1,2033,4.2,2800,400
75,RESTPUNE0076,Taaareef," Aundh, Pune",4.4,1967,4.1,4355,1200
76,RESTPUNE0077,Horn OK Please," FC Road, Pune",4.1,1966,4.3,755,1000
77,RESTPUNE0078,Greens & Olives," Aundh, Pune",4.5,1961,4.0,2365,1400
78,RESTPUNE0079,The Kinara Village Dhaba," Lonavala, Pune",4.0,1955,0.0,3,1200
79,RESTPUNE0080,Rainforest Resto Bar," Phoenix Market City, Viman Nagar, Pune",4.2,1939,3.5,31,2000
80,RESTPUNE0081,1000 Oaks," East Street, Pune",4.4,1902,4.1,234,1500
81,RESTPUNE0082,Where Else Diner," Viman Nagar, Pune",4.4,1882,4.2,7699,800
82,RESTPUNE0083,Dhaba - Estd 1986 Delhi," The Pavillion, Senapati Bapat Road, Pune",4.4,1882,4.1,662,2000
83,RESTPUNE0084,Zeeshan Restaurant - Apna Hyderabadi Food," Viman Nagar, Pune",4.2,1881,3.8,19500,1000
84,RESTPUNE0085,La Gustosa," Kothrud, Pune",4.5,1868,4.2,651,1200
85,RESTPUNE0086,Carnival Restaurant And Bar," Mundhwa, Pune",4.2,1857,3.9,653,1800
86,RESTPUNE0087,The Place - Touche The Sizzler," Camp Area, Pune",4.2,1825,0.0,0,1000
87,RESTPUNE0088,Spice Kitchen - JW Marriott Pune," JW Marriott Pune, Senapati Bapat Road, Pune",4.5,1796,4.3,336,2200
88,RESTPUNE0089,Gong," Balewadi High Street, Baner, Pune",4.9,1788,4.3,1352,1700
89,RESTPUNE0090,Ram Krishna," Camp Area, Pune",4.4,1784,4.1,3170,700
90,RESTPUNE0091,Punjab Grill," Phoenix Market City, Viman Nagar, Pune",4.2,1756,4.0,1125,2500
91,RESTPUNE0092,Le Stone," Ravet, Pune",4.5,1750,4.0,171,1500
92,RESTPUNE0093,Green Park," Hotel Green Park, Baner, Pune",4.1,1743,4.3,1968,1500
93,RESTPUNE0094,The Burger House," Koregaon Park, Pune",3.8,1722,3.8,10300,400
94,RESTPUNE0095,Kerala Cafe," Kalyani Nagar, Pune",4.4,1712,3.8,2375,1000
95,RESTPUNE0096,Spice Factory," Kharadi, Pune",4.2,1701,3.7,3668,2000
96,RESTPUNE0097,Marrakesh," Kalyani Nagar, Pune",4.1,1683,3.9,10900,700
97,RESTPUNE0098,Baraza Bars & Bites," Yerawada, Pune",4.4,1667,3.9,109,1800
98,RESTPUNE0099,Penthouze," Mundhwa, Pune",4.1,1660,0.0,2,2200
99,RESTPUNE0100,The Barkhana," Wakad, Pune",4.6,1658,0.0,6,1700
100,RESTPUNE0101,Shizusan," Phoenix Market City, Viman Nagar, Pune",4.6,1658,4.2,1376,1600
101,RESTPUNE0102,The French Window Patisserie," Koregaon Park, Pune",4.9,1643,4.4,1208,600
102,RESTPUNE0103,Barometer," Kothrud, Pune",4.6,1614,4.4,5135,1500
103,RESTPUNE0104,Cafe Peter," Aundh, Pune",4.3,1610,3.7,1939,900
104,RESTPUNE0105,Desi Aroma," Aditi Mall, Baner Road, Pune",4.3,1599,4.0,20200,1100
105,RESTPUNE0106,Laa Unico," Swargate, Pune",4.6,1595,4.1,881,1500
106,RESTPUNE0107,Tea Villa Cafe," Viman Nagar, Pune",4.3,1593,3.9,2071,1200
107,RESTPUNE0108,Filament Bar," Baner, Pune",4.2,1554,0.0,0,1400
108,RESTPUNE0109,Elephant & Co.," Kalyani Nagar, Pune",4.5,1537,4.2,450,1500
109,RESTPUNE0110,Kohli's Firangi Dhaba," Hinjawadi, Pune",4.0,1503,3.6,126,1600
110,RESTPUNE0111,Crazy Cheesy," Sadashiv Peth, Pune",4.5,1501,4.2,1775,700
111,RESTPUNE0112,Coffee Nation," Law College Road, Pune",4.2,1495,3.9,428,700
112,RESTPUNE0113,Durvankur," Sadashiv Peth, Pune",4.3,1487,0.0,1,600
113,RESTPUNE0114,Hidden Place - The Hangout," Dhole Patil Road, Pune",4.3,1483,0.0,0,1700
114,RESTPUNE0115,Santè Spa Cuisine," Koregaon Park, Pune",4.9,1469,3.9,588,1200
115,RESTPUNE0116,The Chocolate Room," FC Road, Pune",4.3,1453,3.9,2943,700
116,RESTPUNE0117,Yolkshire," Kothrud, Pune",4.3,1446,4.2,8321,850
117,RESTPUNE0118,Delhi Kitchen," Aundh, Pune",4.3,1430,3.9,12200,600
118,RESTPUNE0119,Publiq," Koregaon Park, Pune",4.1,1427,3.9,60,1700
119,RESTPUNE0120,Murphies," Koregaon Park, Pune",4.3,1421,4.0,552,1700
120,RESTPUNE0121,Jashn," Salunkhe Vihar Road, Pune",4.1,1416,3.9,4686,950
121,RESTPUNE0122,Arabian Bites," Kondhwa, Pune",4.3,1412,4.1,15500,300
122,RESTPUNE0123,Cream Stone," Baner, Pune",4.6,1409,4.0,4500,400
123,RESTPUNE0124,Chopsticks Spice Malabar," Viman Nagar, Pune",4.3,1409,4.0,31100,800
124,RESTPUNE0125,Sentosa MultiCuisine Restaurant," Ravet, Pune",4.6,1403,4.0,8015,1400
125,RESTPUNE0126,The Bounty Sizzlers," Kalyani Nagar, Pune",4.1,1403,3.8,132,1000
126,RESTPUNE0127,Marine Drive," Hinjawadi, Pune",4.0,1390,3.4,46,1500
127,RESTPUNE0128,YOLO Gastro Lounge," Spot 18 Mall, Pimple Saudagar, Pune",4.1,1386,0.0,12,1600
128,RESTPUNE0129,Claypot," Kharadi, Pune",4.1,1373,3.5,15300,700
129,RESTPUNE0130,Kalyani Veg," Kalyani Nagar, Pune",3.8,1371,4.0,134,500
130,RESTPUNE0131,Mainland China," Senapati Bapat Road, Pune",4.5,1366,4.4,1533,1800
131,RESTPUNE0132,Turque - Sayaji Hotel," Sayaji Hotels, Wakad, Pune",4.7,1353,4.0,224,1700
132,RESTPUNE0133,Basho's," Mundhwa, Pune",4.3,1345,3.8,67,1600
133,RESTPUNE0134,Pruthvi Vegetarianism," Kothrud, Pune",4.3,1343,4.0,2930,800
134,RESTPUNE0135,Starbucks Coffee," Koregaon Park, Pune",4.7,1340,4.3,2653,700
135,RESTPUNE0136,Cream Craver," Camp Area, Pune",4.3,1326,4.1,2134,600
136,RESTPUNE0137,Nawab Asia," Balewadi High Street, Baner, Pune",4.3,1309,4.1,3508,1300
137,RESTPUNE0138,Pune Baking Company - JW Marriott Pune," JW Marriott Pune, Senapati Bapat Road, Pune",4.7,1304,3.9,16,700
138,RESTPUNE0139,World Of Veg," Shivaji Nagar, Pune",4.2,1301,3.9,27,1500
139,RESTPUNE0140,Parsi Dhaba," Della Adventure Resort, Pune",4.4,1299,0.0,0,1600
140,RESTPUNE0141,Savya Rasa," Koregaon Park, Pune",4.9,1283,4.3,446,2100
141,RESTPUNE0142,Swig," Senapati Bapat Road, Pune",4.3,1278,4.3,129,1500
142,RESTPUNE0143,Madinah Restaurant," Camp Area, Pune",4.1,1269,3.8,15500,400
143,RESTPUNE0144,The Linkin Barrel," Pashan, Pune",4.4,1264,0.0,17,1300
144,RESTPUNE0145,Rangla Punjab," Pimple Saudagar, Pune",4.2,1254,3.8,429,1200
145,RESTPUNE0146,Supreme Corner," JM Road, Pune",4.2,1248,0.0,0,300
146,RESTPUNE0147,Bedekar Tea Stall," Sadashiv Peth, Pune",4.0,1244,4.4,3713,150
147,RESTPUNE0148,Lollapalooza," Pimple Saudagar, Pune",4.3,1242,4.3,112,1500
148,RESTPUNE0149,Nisarg," Erandwane, Pune",4.5,1238,4.2,2052,1300
149,RESTPUNE0150,Portico - Sayaji Hotel," Sayaji Hotels, Wakad, Pune",4.5,1208,4.3,70,1400
150,RESTPUNE0151,द Vege टेबल," Deccan Gymkhana, Pune",4.3,1200,4.2,1450,700
151,RESTPUNE0152,Hippie@Heart," Deccan Gymkhana, Pune",4.5,1197,4.1,117,1300
152,RESTPUNE0153,Abhishek Veg Restaurant," Erandwane, Pune",4.2,1197,4.1,3688,600
153,RESTPUNE0154,China Grill," Viman Nagar, Pune",4.4,1194,3.6,3276,1200
154,RESTPUNE0155,Maratha Samrat," Kothrud, Pune",4.5,1179,4.2,2419,1100
155,RESTPUNE0156,Citrus Cafe - Lemon Tree Hotel," Lemon Tree Hotel, Pune",4.2,1179,0.0,0,1600
156,RESTPUNE0157,Ancient Hyderabad," Hinjawadi, Pune",4.1,1179,3.9,1300,800
157,RESTPUNE0158,Surve's Pure Non-Veg," FC Road, Pune",4.5,1162,4.2,1463,550
158,RESTPUNE0159,The Irani Cafe," Viman Nagar, Pune",4.5,1159,4.2,12200,300
159,RESTPUNE0160,Dorabjee & Sons," Camp Area, Pune",4.2,1154,4.3,414,600
160,RESTPUNE0161,Hotel Jagdamba," Shivapur, Pune",4.6,1143,0.0,4,600
161,RESTPUNE0162,McDonald's," Premier Plaza, Chinchwad, Pune",4.0,1129,4.1,10700,500
162,RESTPUNE0163,360 Degree - The Revolving Fine Dine Restaurant," Bhosale-Shinde Arcade, JM Road, Pune",4.1,1125,0.0,13,1200
163,RESTPUNE0164,Toit," Kalyani Nagar, Pune",4.6,1110,4.3,517,1500
164,RESTPUNE0165,Karolbaug The Dhaba," Hinjawadi, Pune",4.1,1102,3.7,4121,900
165,RESTPUNE0166,Tiranga Bhuvan Kothrud," Kothrud, Pune",4.3,1098,4.2,5569,1100
166,RESTPUNE0167,Cafe Colombia," Kalyani Nagar, Pune",4.1,1097,3.8,1472,1400
167,RESTPUNE0168,Texas Tower," Kharadi, Pune",4.2,1094,3.9,69,1600
168,RESTPUNE0169,Coconut Tree Bar & Kitchen By Coconut Grove," Magarpatta, Pune",4.5,1091,4.1,1425,1300
169,RESTPUNE0170,Punjabi TREAT," Ravet, Pune",4.2,1086,3.7,1000,800
170,RESTPUNE0171,Iddos," Kothrud, Pune",3.8,1075,3.4,1998,350
171,RESTPUNE0172,Addah - The O Hotel," The O Hotel, Koregaon Park, Pune",4.1,1061,0.0,4,2500
172,RESTPUNE0173,Beto's," NIBM Road, Pune",4.0,1047,3.7,250,2100
173,RESTPUNE0174,Copper Chimney," Phoenix Market City, Viman Nagar, Pune",4.2,1043,4.0,423,1200
174,RESTPUNE0175,Apna Punjab," Magarpatta, Pune",4.2,1041,3.6,18300,700
175,RESTPUNE0176,Saundarya Garden," Hinjawadi, Pune",3.9,1039,3.8,373,1200
176,RESTPUNE0177,Jyoti," NIBM Road, Pune",4.2,1034,4.1,3867,550
177,RESTPUNE0178,Oriental Connexions," The E-Square Hotel, Shivaji Nagar, Pune",4.5,1029,0.0,0,1200
178,RESTPUNE0179,Shabree Restaurant," Parichay Hotel, FC Road, Pune",4.4,1004,0.0,0,800
179,RESTPUNE0180,Shakahari - JW Marriott Pune," JW Marriott Pune, Senapati Bapat Road, Pune",4.4,1004,0.0,0,2500
180,RESTPUNE0181,Beetroot Bistro," Koregaon Park, Pune",4.3,1002,4.2,1033,1300
181,RESTPUNE0182,Bubsterr's," Kalyani Nagar, Pune",4.3,1002,4.0,6237,1400
182,RESTPUNE0183,Urbo," Baner, Pune",4.2,999,0.0,2,1700
183,RESTPUNE0184,Global Punjab," Sinhgad Road, Pune",4.2,988,3.9,10500,900
184,RESTPUNE0185,Idlicious," Baner, Pune",4.4,987,4.2,357,250
185,RESTPUNE0186,The Daily All Day," Koregaon Park, Pune",4.5,980,4.2,729,2000
186,RESTPUNE0187,Cafe 24," Della Adventure Resort, Pune",4.4,980,0.0,0,2200
187,RESTPUNE0188,Hotel Shreyas," Deccan Gymkhana, Pune",4.3,968,4.2,1693,500
188,RESTPUNE0189,Way Down South," Baner, Pune",4.2,955,3.9,10800,450
189,RESTPUNE0190,Cuba Libre," Phoenix Market City, Viman Nagar, Pune",4.0,952,0.0,0,2200
190,RESTPUNE0191,Bhairavee Pure Veg Restaurant," Baner, Pune",4.3,947,4.0,2695,1300
191,RESTPUNE0192,Zamu's Place," Dhole Patil Road, Pune",4.2,946,0.0,14,1400
192,RESTPUNE0193,Hotel Neha," Dhankawadi, Pune",4.0,946,3.8,56700,500
193,RESTPUNE0194,Fish Curry Rice," Kothrud, Pune",4.5,941,4.1,3186,1200
194,RESTPUNE0195,Frangipani - Ambrosia Resort & Spa," Ambrosia Resort and Spa, Pune",4.1,941,4.0,248,1350
195,RESTPUNE0196,Highland," Baner, Pune",4.2,928,0.0,2,1900
196,RESTPUNE0197,Squisito," Koregaon Park, Pune",4.4,925,4.1,1483,1500
197,RESTPUNE0198,Sambar Pure Veg," Viman Nagar, Pune",4.3,925,4.1,415,350
198,RESTPUNE0199,Samudra," Erandwane, Pune",4.3,923,4.2,15100,800
199,RESTPUNE0200,Mad House Grill," Koregaon Park, Pune",4.2,923,3.8,626,1300
200,RESTPUNE0201,Falahaar," Viman Nagar, Pune",4.4,922,4.2,14600,600
201,RESTPUNE0202,Hotel Sangrilla," Ravet, Pune",4.3,916,3.7,5076,700
202,RESTPUNE0203,Terttulia Bistro," Balewadi High Street, Baner, Pune",4.2,913,3.7,687,1700
203,RESTPUNE0204,Over The Top - Radisson Blu," Radisson Blu, Hinjawadi, Pune",4.3,911,0.0,0,1600
204,RESTPUNE0205,KFC," R Deccan Mall, JM Road, Pune",4.0,911,4.0,2347,450
205,RESTPUNE0206,Le Petit Amour Patisserie & Bistro," Kothrud, Pune",4.7,900,4.3,1652,800
206,RESTPUNE0207,Pagdandi Books Chai Cafe," Baner, Pune",4.9,892,0.0,0,400
207,RESTPUNE0208,The Quick Wok," Hinjawadi, Pune",4.3,881,3.8,4062,700
208,RESTPUNE0209,A1 Biryani House," Hinjawadi, Pune",4.2,881,3.8,7811,500
209,RESTPUNE0210,Satguru's Punjabi Rasoi," Chinchwad, Pune",4.3,879,3.6,6214,1000
210,RESTPUNE0211,Roopali Restaurant," FC Road, Pune",4.2,879,4.4,2313,400
211,RESTPUNE0212,L'Apicio," Aundh, Pune",4.7,875,4.1,865,1000
212,RESTPUNE0213,TTF - The Tenth Floor," Baner, Pune",4.2,873,0.0,2,1500
213,RESTPUNE0214,Sheetal Restaurant," Kothrud, Pune",4.2,872,4.1,4189,1000
214,RESTPUNE0215,Open Window Cafe Bistro," Shivaji Nagar, Pune",4.1,869,3.8,397,1300
215,RESTPUNE0216,Wah Marathi Dine N Wine," Seasons Mall, Magarpatta , Pune",4.1,868,4.2,995,1100
216,RESTPUNE0217,Chinese Room," East Street, Pune",4.3,858,4.0,2333,1200
217,RESTPUNE0218,Fatcook," Baner, Pune",4.3,857,3.7,1415,600
218,RESTPUNE0219,Bridge Point," Ravet, Pune",4.1,855,3.7,1780,1200
219,RESTPUNE0220,Rose Wood," Dange Chowk, Pune",4.0,855,4.0,850,1200
220,RESTPUNE0221,Abhishek Non Veg Restaurant," Erandwane, Pune",4.1,854,4.0,580,800
221,RESTPUNE0222,Sunny Da Dhaba," Old Mumbai-Pune Highway, Pune",3.9,853,0.0,2,700
222,RESTPUNE0223,Angaar," Wakad, Pune",4.3,828,3.9,3147,600
223,RESTPUNE0224,Forennte," Koregaon Park, Pune",4.6,827,4.3,562,200
224,RESTPUNE0225,MoMo Cafe - Courtyard By Marriott Pune Hinjawadi," Courtyard By Marriott, Hinjewadi, Pune",4.2,827,0.0,0,2500
225,RESTPUNE0226,Sarovarr A Multi Cuisine Restaurant," Bhugaon, Pune",4.0,827,0.0,0,800
226,RESTPUNE0227,The Blue Plate," Aundh, Pune",4.5,823,4.2,2926,700
227,RESTPUNE0228,CP7 - The BBQ Heaven," Baner, Pune",4.2,821,3.8,2362,700
228,RESTPUNE0229,Blue Shack," Mundhwa, Pune",4.2,815,3.9,27,1000
229,RESTPUNE0230,Backstage," Phoenix Market City, Viman Nagar, Pune",4.1,810,0.0,0,1300
230,RESTPUNE0231,Planet 9," Bavdhan, Pune",4.4,807,3.5,49,1800
231,RESTPUNE0232,Sahana Veg Restaurant," Budhwar Peth, Pune",4.3,805,4.2,182,700
232,RESTPUNE0233,Punjab Canteen," Kothrud, Pune",4.3,802,4.1,17200,850
233,RESTPUNE0234,Rahul Restaurant & Bar," Aundh, Pune",4.1,799,3.6,303,1200
234,RESTPUNE0235,Origin Bistro," Pashan, Pune",4.4,794,4.2,3490,1200
235,RESTPUNE0236,Malgudi Tiffin," Kothrud, Pune",4.0,794,4.0,6401,800
236,RESTPUNE0237,Rosso Bianco," Khadki, Pune",4.5,793,4.3,670,900
237,RESTPUNE0238,Aloha - The Tiki Bar," Hadapsar, Pune",4.3,790,0.0,0,1200
238,RESTPUNE0239,Wild Sugar Patisserie & Cafe," Viman Nagar, Pune",4.2,789,4.1,8401,600
239,RESTPUNE0240,Tien," Model Colony, Pune",4.3,788,4.2,1206,1100
240,RESTPUNE0241,Andaground," Aundh, Pune",4.8,785,4.3,315,600
241,RESTPUNE0242,Shahji's Parantha House," Rasta Peth, Pune",4.7,784,4.1,3893,500
242,RESTPUNE0243,7 Seas Wine n Dine," Baner, Pune",4.1,783,4.0,2993,1200
243,RESTPUNE0244,Boteco - Restaurante Brasileiro," Koregaon Park, Pune",4.8,779,4.4,905,2300
244,RESTPUNE0245,One O Eight Cafe," Koregaon Park, Pune",4.3,778,3.9,45,1000
245,RESTPUNE0246,Crazy Noodles," Phoenix Market City, Viman Nagar, Pune",4.4,777,0.0,0,1400
246,RESTPUNE0247,Cafe Eastwood," Kothrud, Pune",4.0,772,4.3,394,1500
247,RESTPUNE0248,Evviva Sky Lounge - Crowne Plaza Pune City Centre," Crowne Plaza Pune City Centre, Bund Garden Road, Pune",4.3,771,0.0,0,2300
248,RESTPUNE0249,Green Signal," Deccan Gymkhana, Pune",3.9,770,4.1,985,700
249,RESTPUNE0250,Lazeez By Hyderabadi Delicacies," Viman Nagar, Pune",4.0,766,3.8,11800,700
250,RESTPUNE0251,PK Biryani House," Kothrud, Pune",4.2,765,4.0,8206,1100
251,RESTPUNE0252,Cheesiano Pizza," Wakad, Pune",4.2,764,3.6,4964,500
252,RESTPUNE0253,Mathura Pure Veg," JM Road, Pune",4.1,757,3.9,1229,600
253,RESTPUNE0254,Latitude - Blue Diamond," Blue Diamond, Koregaon Park, Pune",4.3,756,0.0,11,2000
254,RESTPUNE0255,Cafe Zam Zam," Kondhwa, Pune",4.1,755,4.0,22800,400
255,RESTPUNE0256,Ahilyadevi's Thali," Katraj, Pune",4.4,753,3.9,34,1200
256,RESTPUNE0257,Momo's Corrner," Koregaon Park, Pune",4.5,749,4.2,7021,300
257,RESTPUNE0258,2BHK Diner & Key Club," The Mills, Bund Garden Road, Pune",4.2,749,3.9,30,2500
258,RESTPUNE0259,Aroma's Hyderabad House," Balewadi, Pune",4.2,748,3.9,26100,1100
259,RESTPUNE0260,Shawarma King," Akurdi, Pune",4.3,747,4.2,11500,300
260,RESTPUNE0261,Baan Tao - Hyatt Pune," Hyatt Pune, Nagar Road, Pune",4.5,746,0.0,4,3000
261,RESTPUNE0262,Relax Pure Veg," Parvati, Pune",4.2,745,4.1,8974,500
262,RESTPUNE0263,Golden Dragon," Kothrud, Pune",4.1,744,3.9,479,700
263,RESTPUNE0264,Shree Krishna Veg Court," Viman Nagar, Pune",3.9,742,4.0,2771,850
264,RESTPUNE0265,Frozen Bottle," FC Road, Pune",4.3,740,4.2,3825,400
265,RESTPUNE0266,Senses - Marriott Suites Pune," Marriott Suites Pune, Pune",4.4,739,4.0,147,2100
266,RESTPUNE0267,Pimlico," Koregaon Park, Pune",4.2,739,4.1,1052,700
267,RESTPUNE0268,UFO Fries & Corn," FC Road, Pune",4.1,732,4.0,6812,400
268,RESTPUNE0269,House of Paratha," JM Road, Pune",4.2,727,4.1,7527,500
269,RESTPUNE0270,Chitale Bandhu Mithaiwale," Deccan Gymkhana, Pune",4.7,723,4.4,2000,300
270,RESTPUNE0271,Tea Trails Cafe," Westend Mall, Aundh, Pune",4.3,723,4.4,191,900
271,RESTPUNE0272,RushHrs," Baner, Pune",4.0,723,4.2,15800,500
272,RESTPUNE0273,Magnum Opus," Pimple Saudagar, Pune",4.2,720,3.8,813,1500
273,RESTPUNE0274,Indian Tadka Taste Punjab Da," Hadapsar, Pune",4.2,716,3.8,16300,500
274,RESTPUNE0275,Chung Fa," East Street, Pune",4.1,716,4.1,1230,800
275,RESTPUNE0276,Cafe Goa," Viman Nagar, Pune",4.8,713,4.3,441,1100
